"Number";"Ettevõtja nimi";"Registrikood";"Kehtivuse algus";"Kehtivuse lõpp";"Kehtiv";"Tegevusala";"Lisainfo"
"KTO003412";"Aktsiaselts DZINGEL";"10379414";"10.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003414";"Osaühing ETAPP SN";"10830702";"10.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003421";"OSAÜHING SAUKAS";"10391504";"10.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003405";"Osaühing Tondiraba Tennisekeskus";"10909846";"09.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003403";"Ants Peterson";"10335279";"09.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003390";"OÜ Siilik";"10550032";"06.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003400";"OLDE ESTONIA OÜ";"10887889";"06.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003381";"Neitsitorni kohviku Aktsiaselts";"10392047";"05.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003383";"Citystudio OÜ";"14446099";"05.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003371";"Osaühing Morteron";"10795213";"04.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003362";"osaühing NIELLO";"10150002";"03.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003356";"Lembit Anderson";"10110505";"03.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003350";"aktsiaselts Pühajärve Puhkekodu";"10149335";"03.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003349";"aktsiaselts Pühajärve Puhkekodu";"10149335";"03.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003363";"Sihtasutus Virumaa Muuseumid";"90003278";"03.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003339";"Neitsitorni kohviku Aktsiaselts";"10392047";"02.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003342";"Neitsitorni kohviku Aktsiaselts";"10392047";"02.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003327";"OÜ Grand Hotel Viljandi";"10741690";"02.05.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003291";"osaühing CAVI";"10984919";"29.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003308";"Osaühing Vana-Tooma Talu";"10741571";"29.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003300";"Sassialex OÜ";"10981756";"29.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003310";"Enadipe Kemambil OÜ";"10935772";"29.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003306";"osaühing Mäesalu Kohvik";"10041655";"29.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003318";"HANSAFOND GRUPP OÜ";"10722527";"29.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003266";"Osaühing Lammasmäe Puhkekeskus";"10572424";"28.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003268";"Osaühing M.M.E.Omelan";"10408363";"28.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003272";"OSAÜHING VETSITALL";"10193477";"28.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003263";"Osaühing Express TR";"10308957";"27.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003249";"Osaühing LK Eined";"10988159";"27.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003259";"Osaühing Top Kinnisvara";"10668868";"27.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003242";"Aktsiaselts Saare Kütus";"10185976";"27.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003207";"AS Sokotel";"10953787";"26.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003212";"osaühing PANTHER TEEMAJA";"10163051";"26.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003236";"Osaühing Kagureis";"10125984";"26.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003234";"Osaühing Kagureis";"10125984";"26.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003173";"osaühing St.Patrick's";"10571502";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003192";"OÜ KATRES";"10383321";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003194";"OÜ Stratoman";"10989609";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003201";"Sihtasutus Virumaa Muuseumid";"90003278";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003181";"Osaühing Jussi Grupp";"10182321";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003183";"Aktsiaselts Sorgent";"10393101";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003202";"Osaühing Adiantro";"10095792";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003179";"OÜ Desito Invest";"10687423";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003188";"Tudengikohvik OÜ";"10676885";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003174";"osaühing St.Patrick's";"10571502";"25.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003165";"OÜ Hermes Pärnu";"10071709";"22.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003168";"Osaühing Sava Pargipaik";"10101144";"22.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003125";"Osaühing IKB";"10161031";"22.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003130";"Kikas OÜ";"10112763";"22.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003144";"osaühing Euro Cactus";"10441515";"22.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003131";"Aktsiaselts Varbla Puhkeküla";"10358671";"22.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003137";"Frozen.BRO OÜ";"10133512";"22.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003097";"osaühing Karni-Voor";"10472007";"21.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003096";"osaühing ANNIMATSI";"10271645";"21.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003101";"OSAÜHING EMART AUTO";"10378871";"21.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003107";"aktsiaselts Sanatoorium Tervis";"10044777";"21.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003117";"Osaühing Ziljano";"10199184";"21.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003106";"aktsiaselts Sanatoorium Tervis";"10044777";"21.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003104";"aktsiaselts Sanatoorium Tervis";"10044777";"21.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003079";"Osaühing Levirando";"10560987";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003086";"OÜ AKORD INVEST";"10827054";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003062";"osaühing Kimsun";"10092322";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003071";"osaühing Sergon Kaubandus";"10481383";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003081";"osaühing ELVO Kaubandus";"10288781";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003080";"Tulundusühistu Kontakt AM";"10122678";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003083";"osaühing KARIMA ELVA";"10183332";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003087";"Sihtasutus Rakvere Teatrimaja";"90003491";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003068";"Osaühing Sunita Trading";"10703599";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003094";"osaühing Bassmet";"10922746";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003055";"Jaagumäe Kaubanduse OÜ";"10804343";"20.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003038";"osaühing Igamehe Pubi";"10564011";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003046";"osaühing Hesian";"10097756";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003041";"osaühing Starmaker";"10412838";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003043";"OÜ ADELOONE";"10670411";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003001";"Osaühing Kurva Kodu";"10610588";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003017";"Osaühing RAUER";"10110942";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002998";"Osaühing JOOSAND";"10186922";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002996";"Pagaripoisid OÜ";"10381865";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO003031";"Molumong Dukuzini OÜ";"10589169";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002992";"Osaühing Klubikultuur";"10634384";"19.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002945";"osaühing ""KULDKIRVES""";"10124973";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002974";"OÜ Feeter";"10195364";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002967";"Pagaripoisid OÜ";"10381865";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002948";"Osaühing Kesling";"10550701";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002937";"E.Lage Kaubanduse Osaühing";"10037918";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002983";"Osaühing Kreemela Maxi";"10480188";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002941";"Osaühing Fulton Service";"10858563";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002963";"osaühing Pirita Puhkus";"10363653";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002968";"Pagaripoisid OÜ";"10381865";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002946";"Aktsiaselts Mahtra Teeninduse";"10463860";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002985";"OSAÜHING RELIINA";"10394559";"18.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002908";"Helle Juhkentaal";"10413464";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002886";"AS Wasa";"10358725";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002904";"OÜ NÄKSI";"10422647";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002882";"osaühing NAOSAR";"10323879";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002850";"OÜ LUUA GRUPP";"10564063";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002927";"aktsiaselts RÄNI HOTELL";"10241466";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002839";"OÜ Toomeoru";"10081330";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002857";"OÜ Teemantid";"10306059";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002842";"AS Wasa";"10358725";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002926";"OSAÜHING GRETA BAAR";"10061014";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002894";"Fee Catering OÜ";"10006067";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002933";"OSAÜHING SARGOLD";"10328339";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002906";"OÜ PORRI & KO";"10715835";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002909";"Osaühing Stateksi";"10007865";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002880";"Fee Catering OÜ";"10006067";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002915";"Osaühing Geldias Grupp";"10731532";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002912";"BUENO OÜ";"10320823";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002841";"Abja Tarbijate Ühistu";"10274307";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002836";"Matmar Toitlustuse OÜ";"10929607";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002832";"Osaühing VÕSU GRILLBAAR";"10196180";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002888";"Aktsiaselts Tampe";"10348543";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002899";"osaühing Ravelte";"10623972";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002920";"Padise Grupp OÜ";"10378604";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002922";"Osaühing Merike";"10836024";"15.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002793";"Bamba Lounge & Piljard OÜ";"10047445";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002765";"Aktsiaselts AGDECK";"10266845";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002756";"OÜ Exo Trade";"10454682";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002763";"Aktsiaselts AGDECK";"10266845";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002774";"Aktsiaselts Schlössle Hotel Group";"10509288";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002822";"Osaühing Ozon";"10993261";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002805";"Rakvere Metsamajand OÜ";"10045966";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002813";"aktsiaselts Neli Kuningat";"10561604";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002771";"osaühing Dorell";"10073069";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002820";"Hillar Kelti Tamme äri";"10085799";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002753";"Osaühing Reelingu";"10931107";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002801";"Coop Põlva Tarbijate Ühistu";"10051286";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002828";"Osaühing REFKOMP";"10113099";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002758";"Osaühing Kalamees";"10124424";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002755";"Ljudmilla Jurjeva";"10163522";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002766";"osaühing Piho & Ko";"10738698";"14.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002740";"aktsiaselts Adavere Agro";"10171470";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002723";"OÜ IGOLEG TOITLUSTAMINE";"10885873";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002715";"OÜ FASTEREN";"10853488";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002697";"Eda Põlluveer";"10531649";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002743";"Osaühing VIATOR VITA";"10669035";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002741";"OÜ ÄKSI PUHKEMAJA";"10254641";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002710";"osaühing ""RELVO SPORT-MOTELL""";"10351551";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002711";"osaühing Kaitsmarger";"10212619";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002684";"osaühing Kervan";"10091432";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002703";"Hiiekivi Osaühing";"10589270";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002678";"osaühing MaineGrupp";"10787062";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002732";"täisühing ""EVELIIS""";"10163387";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002688";"osaühing KÄBI PANSIONAAT";"10219716";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002737";"Club Hollywood OÜ";"10403779";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002728";"Silva-Agro OÜ";"10136628";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002718";"OÜ IGOLEG TOITLUSTAMINE";"10885873";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002700";"osaühing Carlos Cafe";"10837880";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002708";"OSAÜHING KOTKA- RIST";"10188631";"13.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002675";"MERITON HOTELS OÜ";"10048350";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002644";"osaühing Theodor VVH";"10130318";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002654";"OÜ ARIPALTE";"11078005";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002671";"MERITON HOTELS OÜ";"10048350";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002631";"Bamba Lounge & Piljard OÜ";"10047445";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002660";"Ugandi Toitlustus OÜ";"10244714";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002629";"Bamba Lounge & Piljard OÜ";"10047445";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002663";"osaühing PIZZA GRANDE";"10714858";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002653";"OÜ KARUPESA HOTELL";"11006552";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002672";"MERITON HOTELS OÜ";"10048350";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002635";"Aktsiaselts Kaarma KT";"10046003";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002627";"Oxforell OÜ";"10871664";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002636";"OSAÜHING KÖÖGIKRATT";"10304304";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002640";"osaühing Carramba";"10118145";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002652";"OÜ KARUPESA HOTELL";"11006552";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002632";"OÜ ALTMÕISA";"10835792";"12.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002606";"Osaühing ?abet Kaubandus";"10568836";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002607";"Osaühing ?abet Kaubandus";"10568836";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002594";"OÜ ANTI JA PARTNERID";"10352378";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002610";"Estonia Spa Hotels AS";"10275471";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002617";"aktsiaselts HEAL";"10075401";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002581";"osaühing Päeva Villa";"10109471";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002614";"Aktsiaselts Saku Maja";"10344321";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002592";"Estonia Spa Hotels AS";"10275471";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002609";"Osaühing ?abet Kaubandus";"10568836";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002616";"aktsiaselts HEAL";"10075401";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002603";"Estonia Spa Hotels AS";"10275471";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002602";"Estonia Spa Hotels AS";"10275471";"11.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002560";"Osaühing KARHOF";"10885695";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002561";"OÜ Malve TK";"10003363";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002549";"Tulundusühistu Gerkules";"10004418";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002555";"Valge Hotell OÜ";"10467940";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002564";"Osaühing Jäneda Mõis";"10656167";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002559";"Osaühing Jäneda Mõis";"10656167";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002575";"Eesti Meremeeste Misjon";"80060370";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002567";"Osaühing Jäneda Mõis";"10656167";"08.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002546";"JK Taverni Osaühing";"10204075";"07.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002534";"Treegeri Kohviku OÜ";"10094404";"07.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002544";"Osaühing Kariplon";"10813900";"07.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002519";"Osaühing Vengeldo";"10409701";"06.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002515";"VALGE HOBU TRAHTER Osaühing";"10177372";"06.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002514";"osaühing VANEMUISE KOHVIK";"10051694";"06.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002501";"OSAÜHING VIIGARDI";"10391094";"06.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002499";"osaühing Mipron Kaubanduse";"10175962";"06.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002508";"Amintor OÜ";"10553579";"06.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002512";"LAMALIKRIKKO OÜ";"10237186";"06.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002476";"Osaühing Fliis Trade";"10539310";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002480";"Aktsiaselts DZINGEL";"10379414";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002473";"Osaühing Viitna Puhkekeskus";"10196346";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002467";"Osaühing NIKA GRUPP";"10951593";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002472";"AS Hotell Stroomi";"10285216";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002475";"Volmetec Grupp OÜ";"10914579";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002478";"Osaühing Reinup Reisid";"10003376";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002464";"AS Hotell Stroomi";"10285216";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002481";"Aktsiaselts DZINGEL";"10379414";"05.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002442";"OÜ LAANELILL";"10834137";"04.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002440";"SDD06 Holding OÜ";"10851207";"04.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002453";"osaühing ANKROS";"10280162";"04.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002407";"aktsiaselts TARTU NÄITUSED";"10255416";"01.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002430";"Osaühing Central Hotell";"10922249";"01.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002426";"Osaühing Ektarin";"10098603";"01.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002433";"Osaühing Honeywell";"10476620";"01.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002436";"Osaühing Malltop";"10159374";"01.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002418";"Tallinna Raamatutrükikoja Osaühing";"10224203";"01.04.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002380";"Osaühing ""Ümma Pizza""";"10039090";"31.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002400";"Osaühing MEPA & KO";"10448351";"31.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002398";"Osaühing Kemendro";"10858379";"31.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002387";"Osaühing Mathiesen ja pojad";"10334297";"31.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002397";"Tulundusühistu RADAMENT";"10449126";"31.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002392";"Anadolu Osaühing";"10876319";"31.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002353";"osaühing ZK";"10048143";"30.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002365";"OSAÜHING RAMBUUR TOITLUSTUS";"10700164";"30.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002363";"Aktsiaselts TOILA SANATOORIUM";"10338119";"30.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002355";"Osaühing Paan";"10170772";"30.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002364";"Aktsiaselts TOILA SANATOORIUM";"10338119";"30.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002344";"Kungla Investeeringu Osaühing";"10103126";"29.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002329";"aktsiaselts AA-LAN";"10273940";"29.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002337";"Osaühing Catering Service";"10114265";"29.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002342";"POPULAR OÜ";"10910588";"29.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002328";"osaühing HEPA";"10060753";"29.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002351";"Osaühing Kadri Tare";"10405330";"29.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002320";"LEETSI OÜ";"10135209";"28.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002312";"Osaühing Nurm";"10248273";"28.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
